chrom	start	end	strand	source	field_type	gene_type	gene_status	gene_name	transcript_type	transcript_status	transcript_name	gene_id	transcript_id
chr9	108320413	108402597	+	HAVANA	transcript	protein_coding	KNOWN	FKTN	protein_coding	KNOWN	FKTN-007	ENSG00000106692.9	ENST00000448551.2
chr9	108320413	108397581	+	ENSEMBL	transcript	protein_coding	KNOWN	FKTN	protein_coding	KNOWN	FKTN-202	ENSG00000106692.9	ENST00000540160.1
chr9	108337198	108402597	+	ENSEMBL	transcript	protein_coding	KNOWN	FKTN	protein_coding	KNOWN	FKTN-201	ENSG00000106692.9	ENST00000357998.5
chr9	108337401	108370227	+	HAVANA	transcript	protein_coding	KNOWN	FKTN	protein_coding	NOVEL	FKTN-003	ENSG00000106692.9	ENST00000374705.4
chr9	108380240	108399199	+	HAVANA	transcript	protein_coding	KNOWN	FKTN	protein_coding	NOVEL	FKTN-006	ENSG00000106692.9	ENST00000457847.1
chr9	108424738	108425367	+	HAVANA	transcript	protein_coding	KNOWN	TAL2	protein_coding	KNOWN	TAL2-001	ENSG00000186051.4	ENST00000334077.3
chr9	108456825	108468034	+	HAVANA	transcript	protein_coding	KNOWN	TMEM38B	protein_coding	KNOWN	TMEM38B-005	ENSG00000095209.7	ENST00000434214.1
chr9	108456825	108538893	+	HAVANA	transcript	protein_coding	KNOWN	TMEM38B	protein_coding	KNOWN	TMEM38B-001	ENSG00000095209.7	ENST00000374692.3
chr9	108463265	108538893	+	HAVANA	transcript	protein_coding	KNOWN	TMEM38B	protein_coding	KNOWN	TMEM38B-002	ENSG00000095209.7	ENST00000374688.1
chr9	108467956	108536360	+	HAVANA	transcript	protein_coding	KNOWN	TMEM38B	protein_coding	KNOWN	TMEM38B-003	ENSG00000095209.7	ENST00000435034.1
chr9	108483968	108511563	+	HAVANA	transcript	protein_coding	KNOWN	TMEM38B	protein_coding	KNOWN	TMEM38B-004	ENSG00000095209.7	ENST00000451560.1
chr9	109625378	109775915	+	HAVANA	transcript	protein_coding	KNOWN	ZNF462	protein_coding	KNOWN	ZNF462-001	ENSG00000148143.8	ENST00000277225.5
chr9	109625378	109773763	+	ENSEMBL	transcript	protein_coding	KNOWN	ZNF462	protein_coding	KNOWN	ZNF462-201	ENSG00000148143.8	ENST00000457913.1
chr9	109625447	109692856	+	HAVANA	transcript	protein_coding	KNOWN	ZNF462	protein_coding	PUTATIVE	ZNF462-010	ENSG00000148143.8	ENST00000472574.1
chr9	109689545	109773789	+	HAVANA	transcript	protein_coding	KNOWN	ZNF462	protein_coding	NOVEL	ZNF462-002	ENSG00000148143.8	ENST00000374686.2
chr9	109689659	109773763	+	HAVANA	transcript	protein_coding	KNOWN	ZNF462	protein_coding	NOVEL	ZNF462-009	ENSG00000148143.8	ENST00000441147.2
chr9	109694914	109773504	+	ENSEMBL	transcript	protein_coding	KNOWN	ZNF462	protein_coding	KNOWN	ZNF462-202	ENSG00000148143.8	ENST00000542028.1
chr9	109701258	109737251	+	HAVANA	transcript	protein_coding	KNOWN	ZNF462	protein_coding	PUTATIVE	ZNF462-003	ENSG00000148143.8	ENST00000427098.1
chr9	109685630	109686455	+	HAVANA	transcript	protein_coding	NOVEL	RP11-508N12.4	protein_coding	KNOWN	RP11-508N12.4-001	ENSG00000242631.2	ENST00000451160.2
chr9	110045418	110068871	+	HAVANA	transcript	protein_coding	KNOWN	RAD23B	protein_coding	KNOWN	RAD23B-002	ENSG00000119318.8	ENST00000419616.1
chr9	110045560	110094475	+	HAVANA	transcript	protein_coding	KNOWN	RAD23B	protein_coding	KNOWN	RAD23B-001	ENSG00000119318.8	ENST00000358015.3
chr9	110046334	110092165	+	ENSEMBL	transcript	protein_coding	KNOWN	RAD23B	protein_coding	KNOWN	RAD23B-201	ENSG00000119318.8	ENST00000416373.2
chr9	110046976	110068734	+	HAVANA	transcript	protein_coding	KNOWN	RAD23B	protein_coding	KNOWN	RAD23B-003	ENSG00000119318.8	ENST00000442587.1
chr9	110068823	110094470	+	HAVANA	transcript	protein_coding	KNOWN	RAD23B	protein_coding	KNOWN	RAD23B-004	ENSG00000119318.8	ENST00000457811.1
chr9	110247133	110251927	-	HAVANA	transcript	protein_coding	KNOWN	KLF4	protein_coding	KNOWN	KLF4-002	ENSG00000136826.10	ENST00000374672.4
chr9	110249950	110251411	-	HAVANA	transcript	protein_coding	KNOWN	KLF4	protein_coding	PUTATIVE	KLF4-004	ENSG00000136826.10	ENST00000411706.1
chr9	110251270	110252763	-	HAVANA	transcript	protein_coding	KNOWN	KLF4	protein_coding	KNOWN	KLF4-006	ENSG00000136826.10	ENST00000420475.1
chr9	110539471	110540419	-	ENSEMBL	transcript	protein_coding	NOVEL	AL162389.1	protein_coding	NOVEL	AL162389.1-201	ENSG00000214645.3	ENST00000398726.3
chr9	111616871	111619239	-	HAVANA	transcript	protein_coding	KNOWN	ACTL7B	protein_coding	KNOWN	ACTL7B-001	ENSG00000148156.6	ENST00000374667.3
chr9	111624603	111626035	+	HAVANA	transcript	protein_coding	KNOWN	ACTL7A	protein_coding	KNOWN	ACTL7A-001	ENSG00000187003.5	ENST00000333999.3
chr9	111629797	111696396	-	HAVANA	transcript	protein_coding	KNOWN	IKBKAP	protein_coding	KNOWN	IKBKAP-001	ENSG00000070061.10	ENST00000374647.5
chr9	111630921	111696233	-	ENSEMBL	transcript	protein_coding	KNOWN	IKBKAP	protein_coding	KNOWN	IKBKAP-201	ENSG00000070061.10	ENST00000537196.1
chr9	111696461	111703235	+	HAVANA	transcript	protein_coding	KNOWN	FAM206A	protein_coding	KNOWN	FAM206A-001	ENSG00000119328.7	ENST00000322940.6
chr9	111696767	111713024	+	HAVANA	transcript	protein_coding	KNOWN	FAM206A	protein_coding	KNOWN	FAM206A-004	ENSG00000119328.7	ENST00000374624.3
chr9	111696820	111701914	+	HAVANA	transcript	protein_coding	KNOWN	FAM206A	protein_coding	NOVEL	FAM206A-002	ENSG00000119328.7	ENST00000445175.1
chr9	111704851	111775802	-	HAVANA	transcript	protein_coding	KNOWN	CTNNAL1	protein_coding	KNOWN	CTNNAL1-002	ENSG00000119326.10	ENST00000374595.4
chr9	111704851	111775809	-	HAVANA	transcript	protein_coding	KNOWN	CTNNAL1	protein_coding	KNOWN	CTNNAL1-001	ENSG00000119326.10	ENST00000325551.4
chr9	111704858	111775779	-	ENSEMBL	transcript	protein_coding	KNOWN	CTNNAL1	protein_coding	KNOWN	CTNNAL1-201	ENSG00000119326.10	ENST00000325580.6
chr9	111704859	111725835	-	HAVANA	transcript	protein_coding	KNOWN	CTNNAL1	protein_coding	KNOWN	CTNNAL1-003	ENSG00000119326.10	ENST00000374594.1
chr9	111754176	111775792	-	HAVANA	transcript	protein_coding	KNOWN	CTNNAL1	protein_coding	KNOWN	CTNNAL1-005	ENSG00000119326.10	ENST00000374593.4
chr9	111777432	111882225	-	HAVANA	transcript	protein_coding	KNOWN	TMEM245	protein_coding	KNOWN	TMEM245-001	ENSG00000106771.8	ENST00000374586.3
chr9	111782184	111849573	-	HAVANA	transcript	protein_coding	KNOWN	TMEM245	protein_coding	NOVEL	TMEM245-006	ENSG00000106771.8	ENST00000413712.2
chr9	111892573	111929571	-	HAVANA	transcript	protein_coding	KNOWN	FRRS1L	protein_coding	KNOWN	FRRS1L-001	ENSG00000260230.2	ENST00000561981.2
chr9	111934255	112083244	-	HAVANA	transcript	protein_coding	KNOWN	EPB41L4B	protein_coding	KNOWN	EPB41L4B-001	ENSG00000095203.10	ENST00000374566.3
chr9	112002011	112083244	-	HAVANA	transcript	protein_coding	KNOWN	EPB41L4B	protein_coding	KNOWN	EPB41L4B-002	ENSG00000095203.10	ENST00000374557.4
chr9	112137974	112213664	-	ENSEMBL	transcript	protein_coding	KNOWN	PTPN3	protein_coding	KNOWN	PTPN3-203	ENSG00000070159.9	ENST00000412145.1
chr9	112137974	112213664	-	ENSEMBL	transcript	protein_coding	KNOWN	PTPN3	protein_coding	KNOWN	PTPN3-204	ENSG00000070159.9	ENST00000446349.1
chr9	112137980	112260586	-	HAVANA	transcript	protein_coding	KNOWN	PTPN3	protein_coding	KNOWN	PTPN3-001	ENSG00000070159.9	ENST00000374541.2
chr9	112141367	112180063	-	ENSEMBL	transcript	protein_coding	KNOWN	PTPN3	protein_coding	KNOWN	PTPN3-202	ENSG00000070159.9	ENST00000394827.3
chr9	112141652	112260590	-	ENSEMBL	transcript	protein_coding	KNOWN	PTPN3	protein_coding	KNOWN	PTPN3-201	ENSG00000070159.9	ENST00000262539.3
chr9	112403068	112708983	+	HAVANA	transcript	protein_coding	KNOWN	PALM2	protein_coding	KNOWN	PALM2-002	ENSG00000243444.3	ENST00000374531.2
chr9	112403142	112713755	+	ENSEMBL	transcript	protein_coding	KNOWN	PALM2	protein_coding	KNOWN	PALM2-201	ENSG00000243444.3	ENST00000448454.2
chr9	112542683	112705903	+	HAVANA	transcript	protein_coding	KNOWN	PALM2	protein_coding	NOVEL	PALM2-004	ENSG00000243444.3	ENST00000483909.1
chr9	112542719	112705751	+	HAVANA	transcript	protein_coding	KNOWN	PALM2	protein_coding	KNOWN	PALM2-001	ENSG00000243444.3	ENST00000314527.4
chr9	112629311	112705053	+	HAVANA	transcript	protein_coding	KNOWN	PALM2	protein_coding	PUTATIVE	PALM2-005	ENSG00000243444.3	ENST00000497711.1
chr9	112542589	112934792	+	HAVANA	transcript	protein_coding	KNOWN	PALM2-AKAP2	protein_coding	KNOWN	PALM2-AKAP2-001	ENSG00000157654.13	ENST00000374530.3
chr9	112542719	112898429	+	HAVANA	transcript	protein_coding	KNOWN	PALM2-AKAP2	protein_coding	NOVEL	PALM2-AKAP2-002	ENSG00000157654.13	ENST00000413420.1
chr9	112542736	112932189	+	HAVANA	transcript	protein_coding	KNOWN	PALM2-AKAP2	protein_coding	KNOWN	PALM2-AKAP2-003	ENSG00000157654.13	ENST00000302798.7
chr9	112542769	112930777	+	ENSEMBL	transcript	protein_coding	KNOWN	AKAP2	protein_coding	KNOWN	AKAP2-202	ENSG00000241978.5	ENST00000555236.1
chr9	112542769	112930777	+	ENSEMBL	transcript	protein_coding	KNOWN	AKAP2	protein_coding	KNOWN	AKAP2-201	ENSG00000241978.5	ENST00000510514.5
chr9	112810878	112932189	+	HAVANA	transcript	protein_coding	KNOWN	AKAP2	protein_coding	NOVEL	AKAP2-006	ENSG00000241978.5	ENST00000434623.2
chr9	112810976	112934792	+	HAVANA	transcript	protein_coding	KNOWN	AKAP2	protein_coding	KNOWN	AKAP2-001	ENSG00000241978.5	ENST00000374525.1
chr9	112852477	112900706	+	HAVANA	transcript	protein_coding	KNOWN	AKAP2	protein_coding	PUTATIVE	AKAP2-007	ENSG00000241978.5	ENST00000480388.1
chr9	112887781	112931091	+	HAVANA	transcript	protein_coding	KNOWN	AKAP2	protein_coding	KNOWN	AKAP2-003	ENSG00000241978.5	ENST00000259318.7
chr9	112961841	112970469	-	HAVANA	transcript	protein_coding	KNOWN	C9orf152	protein_coding	KNOWN	C9orf152-001	ENSG00000188959.9	ENST00000400613.4
chr9	113006091	113018746	-	HAVANA	transcript	protein_coding	KNOWN	TXN	protein_coding	KNOWN	TXN-002	ENSG00000136810.8	ENST00000374515.5
chr9	113006091	113018920	-	HAVANA	transcript	protein_coding	KNOWN	TXN	protein_coding	KNOWN	TXN-001	ENSG00000136810.8	ENST00000374517.5
chr9	113065801	113100125	-	ENSEMBL	transcript	protein_coding	KNOWN	TXNDC8	protein_coding	KNOWN	TXNDC8-201	ENSG00000204193.6	ENST00000374511.3
chr9	113065869	113100088	-	HAVANA	transcript	protein_coding	KNOWN	TXNDC8	protein_coding	KNOWN	TXNDC8-001	ENSG00000204193.6	ENST00000374510.4
chr9	113065906	113100088	-	HAVANA	transcript	protein_coding	KNOWN	TXNDC8	protein_coding	NOVEL	TXNDC8-004	ENSG00000204193.6	ENST00000423740.2
chr9	113084741	113100127	-	HAVANA	transcript	protein_coding	KNOWN	TXNDC8	protein_coding	PUTATIVE	TXNDC8-002	ENSG00000204193.6	ENST00000374507.4
chr9	113127531	113342160	-	ENSEMBL	transcript	protein_coding	KNOWN	SVEP1	protein_coding	KNOWN	SVEP1-202	ENSG00000165124.13	ENST00000401783.2
chr9	113127536	113190038	-	HAVANA	transcript	protein_coding	KNOWN	SVEP1	protein_coding	KNOWN	SVEP1-004	ENSG00000165124.13	ENST00000297826.5
chr9	113127536	113342018	-	HAVANA	transcript	protein_coding	KNOWN	SVEP1	protein_coding	KNOWN	SVEP1-003	ENSG00000165124.13	ENST00000374469.1
chr9	113204759	113341823	-	ENSEMBL	transcript	protein_coding	KNOWN	SVEP1	protein_coding	KNOWN	SVEP1-201	ENSG00000165124.13	ENST00000302728.8
chr9	113238163	113342160	-	HAVANA	transcript	protein_coding	KNOWN	SVEP1	protein_coding	KNOWN	SVEP1-001	ENSG00000165124.13	ENST00000374461.1
chr9	113431051	113563278	+	HAVANA	transcript	protein_coding	KNOWN	MUSK	protein_coding	PUTATIVE	MUSK-001	ENSG00000030304.8	ENST00000189978.5
chr9	113431051	113563278	+	ENSEMBL	transcript	protein_coding	KNOWN	MUSK	protein_coding	KNOWN	MUSK-202	ENSG00000030304.8	ENST00000374448.4
chr9	113431051	113468432	+	ENSEMBL	transcript	protein_coding	KNOWN	MUSK	protein_coding	KNOWN	MUSK-201	ENSG00000030304.8	ENST00000374440.3
chr9	113431059	113563859	+	HAVANA	transcript	protein_coding	KNOWN	MUSK	protein_coding	NOVEL	MUSK-002	ENSG00000030304.8	ENST00000416899.2
chr9	113449497	113468468	+	HAVANA	transcript	protein_coding	KNOWN	MUSK	protein_coding	KNOWN	MUSK-003	ENSG00000030304.8	ENST00000374439.1
chr9	113537627	113550381	+	HAVANA	transcript	protein_coding	KNOWN	MUSK	protein_coding	KNOWN	MUSK-004	ENSG00000030304.8	ENST00000374438.1
chr9	113635543	113800323	-	HAVANA	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-001	ENSG00000198121.9	ENST00000374431.3
chr9	113635544	113761720	-	ENSEMBL	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-202	ENSG00000198121.9	ENST00000541779.1
chr9	113636058	113761746	-	HAVANA	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-002	ENSG00000198121.9	ENST00000374430.2
chr9	113636457	113800365	-	HAVANA	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-003	ENSG00000198121.9	ENST00000358883.4
chr9	113637456	113800981	-	ENSEMBL	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-201	ENSG00000198121.9	ENST00000538760.1
chr9	113703948	113800738	-	HAVANA	transcript	protein_coding	KNOWN	LPAR1	protein_coding	KNOWN	LPAR1-004	ENSG00000198121.9	ENST00000441240.1
chr9	114089763	114090713	-	HAVANA	transcript	protein_coding	KNOWN	OR2K2	protein_coding	KNOWN	OR2K2-001	ENSG00000171133.2	ENST00000302681.1
chr9	114089763	114090800	-	ENSEMBL	transcript	protein_coding	KNOWN	OR2K2	protein_coding	KNOWN	OR2K2-201	ENSG00000171133.2	ENST00000374428.1
chr9	114122972	114246637	-	HAVANA	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	NOVEL	KIAA0368-001	ENSG00000136813.10	ENST00000338205.5
chr9	114122973	114247025	-	ENSEMBL	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	KNOWN	KIAA0368-201	ENSG00000136813.10	ENST00000259335.4
chr9	114124166	114134068	-	HAVANA	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	NOVEL	KIAA0368-002	ENSG00000136813.10	ENST00000374383.1
chr9	114124310	114170865	-	ENSEMBL	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	KNOWN	KIAA0368-202	ENSG00000136813.10	ENST00000374378.3
chr9	114170851	114245959	-	HAVANA	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	NOVEL	KIAA0368-005	ENSG00000136813.10	ENST00000602447.1
chr9	114204591	114246337	-	HAVANA	transcript	protein_coding	KNOWN	KIAA0368	protein_coding	PUTATIVE	KIAA0368-004	ENSG00000136813.10	ENST00000602978.1
chr9	114287439	114340124	+	HAVANA	transcript	protein_coding	KNOWN	ZNF483	protein_coding	KNOWN	ZNF483-001	ENSG00000173258.8	ENST00000358151.4
chr9	114287469	114302041	+	ENSEMBL	transcript	protein_coding	KNOWN	ZNF483	protein_coding	KNOWN	ZNF483-201	ENSG00000173258.8	ENST00000355824.3
chr9	114287496	114290300	+	HAVANA	transcript	protein_coding	KNOWN	ZNF483	protein_coding	KNOWN	ZNF483-003	ENSG00000173258.8	ENST00000374374.3
chr9	114287513	114306712	+	HAVANA	transcript	protein_coding	KNOWN	ZNF483	protein_coding	KNOWN	ZNF483-002	ENSG00000173258.8	ENST00000309235.5
chr9	114312002	114362135	-	ENSEMBL	transcript	protein_coding	KNOWN	PTGR1	protein_coding	KNOWN	PTGR1-203	ENSG00000106853.12	ENST00000538962.1
chr9	114325247	114361687	-	HAVANA	transcript	protein_coding	KNOWN	PTGR1	protein_coding	KNOWN	PTGR1-001	ENSG00000106853.12	ENST00000309195.5
chr9	114325247	114362135	-	HAVANA	transcript	protein_coding	KNOWN	PTGR1	protein_coding	KNOWN	PTGR1-202	ENSG00000106853.12	ENST00000407693.2
chr9	114326519	114362135	-	ENSEMBL	transcript	protein_coding	KNOWN	PTGR1	protein_coding	KNOWN	PTGR1-201	ENSG00000106853.12	ENST00000238248.3
chr9	114345832	114361975	-	HAVANA	transcript	protein_coding	KNOWN	PTGR1	protein_coding	NOVEL	PTGR1-002	ENSG00000106853.12	ENST00000422125.1
chr9	114393632	114416631	+	HAVANA	transcript	protein_coding	KNOWN	DNAJC25	protein_coding	KNOWN	DNAJC25-001	ENSG00000059769.15	ENST00000313525.3
chr9	114393666	114432508	+	ENSEMBL	transcript	protein_coding	KNOWN	DNAJC25	protein_coding	KNOWN	DNAJC25-201	ENSG00000059769.15	ENST00000556107.1
chr9	114393666	114432509	+	HAVANA	transcript	protein_coding	KNOWN	DNAJC25-GNG10	protein_coding	KNOWN	DNAJC25-GNG10-001	ENSG00000244115.1	ENST00000374294.3
chr9	114423615	114432526	+	HAVANA	transcript	protein_coding	KNOWN	GNG10	protein_coding	KNOWN	GNG10-002	ENSG00000242616.3	ENST00000374293.4
chr9	114448453	114521813	-	HAVANA	transcript	protein_coding	KNOWN	C9orf84	protein_coding	KNOWN	C9orf84-003	ENSG00000165181.12	ENST00000394779.3
chr9	114448453	114521813	-	HAVANA	transcript	protein_coding	KNOWN	C9orf84	protein_coding	NOVEL	C9orf84-004	ENSG00000165181.12	ENST00000394777.4
chr9	114448799	114557212	-	ENSEMBL	transcript	protein_coding	KNOWN	C9orf84	protein_coding	KNOWN	C9orf84-201	ENSG00000165181.12	ENST00000374287.3
chr9	114448853	114545773	-	HAVANA	transcript	protein_coding	KNOWN	C9orf84	protein_coding	KNOWN	C9orf84-001	ENSG00000165181.12	ENST00000318737.4
chr9	114500149	114557288	-	HAVANA	transcript	protein_coding	KNOWN	C9orf84	protein_coding	KNOWN	C9orf84-002	ENSG00000165181.12	ENST00000374283.5
chr9	114659046	114697649	+	HAVANA	transcript	protein_coding	KNOWN	UGCG	protein_coding	KNOWN	UGCG-001	ENSG00000148154.5	ENST00000374279.3
chr9	114803065	114937465	-	HAVANA	transcript	protein_coding	KNOWN	SUSD1	protein_coding	PUTATIVE	SUSD1-002	ENSG00000106868.12	ENST00000355396.3
chr9	114803065	114937688	-	HAVANA	transcript	protein_coding	KNOWN	SUSD1	protein_coding	KNOWN	SUSD1-003	ENSG00000106868.12	ENST00000374270.3
chr9	114803065	114937556	-	ENSEMBL	transcript	protein_coding	KNOWN	SUSD1	protein_coding	KNOWN	SUSD1-201	ENSG00000106868.12	ENST00000374263.3
chr9	114803359	114937547	-	HAVANA	transcript	protein_coding	KNOWN	SUSD1	protein_coding	KNOWN	SUSD1-006	ENSG00000106868.12	ENST00000374264.2
chr9	114860862	114904746	-	HAVANA	transcript	protein_coding	KNOWN	SUSD1	protein_coding	NOVEL	SUSD1-005	ENSG00000106868.12	ENST00000415074.1
chr9	114980715	115095947	-	HAVANA	transcript	protein_coding	KNOWN	PTBP3	protein_coding	NOVEL	PTBP3-004	ENSG00000119314.11	ENST00000374257.1
chr9	114980715	115095944	-	ENSEMBL	transcript	protein_coding	KNOWN	PTBP3	protein_coding	KNOWN	PTBP3-201	ENSG00000119314.11	ENST00000334318.6
chr9	114980715	115095123	-	ENSEMBL	transcript	protein_coding	KNOWN	PTBP3	protein_coding	KNOWN	PTBP3-202	ENSG00000119314.11	ENST00000458258.1
chr9	114984525	115095905	-	HAVANA	transcript	protein_coding	KNOWN	PTBP3	protein_coding	KNOWN	PTBP3-006	ENSG00000119314.11	ENST00000374255.2
chr9	114984941	115095858	-	HAVANA	transcript	protein_coding	KNOWN	PTBP3	protein_coding	PUTATIVE	PTBP3-005	ENSG00000119314.11	ENST00000343327.2
chr9	115024785	115095309	-	HAVANA	transcript	protein_coding	KNOWN	PTBP3	protein_coding	PUTATIVE	PTBP3-001	ENSG00000119314.11	ENST00000210227.4
chr9	115038190	115095894	-	HAVANA	transcript	protein_coding	KNOWN	PTBP3	protein_coding	NOVEL	PTBP3-003	ENSG00000119314.11	ENST00000450374.1
chr9	115142217	115234690	+	HAVANA	transcript	protein_coding	KNOWN	HSDL2	protein_coding	NOVEL	HSDL2-002	ENSG00000119471.10	ENST00000398805.3
chr9	115142360	115234685	+	HAVANA	transcript	protein_coding	KNOWN	HSDL2	protein_coding	NOVEL	HSDL2-001	ENSG00000119471.10	ENST00000398803.1
chr9	115142388	115232935	+	ENSEMBL	transcript	protein_coding	KNOWN	HSDL2	protein_coding	KNOWN	HSDL2-201	ENSG00000119471.10	ENST00000262542.7
chr9	115142392	115232963	+	ENSEMBL	transcript	protein_coding	KNOWN	HSDL2	protein_coding	KNOWN	HSDL2-202	ENSG00000119471.10	ENST00000539114.1
chr9	115246722	115249484	-	HAVANA	transcript	protein_coding	KNOWN	C9orf147	protein_coding	PUTATIVE	C9orf147-001	ENSG00000230185.4	ENST00000457681.1
chr9	115249127	115431677	+	HAVANA	transcript	protein_coding	KNOWN	KIAA1958	protein_coding	KNOWN	KIAA1958-001	ENSG00000165185.10	ENST00000337530.6
chr9	115249295	115381494	+	HAVANA	transcript	protein_coding	KNOWN	KIAA1958	protein_coding	KNOWN	KIAA1958-002	ENSG00000165185.10	ENST00000374244.3
chr9	115249358	115422415	+	ENSEMBL	transcript	protein_coding	KNOWN	KIAA1958	protein_coding	KNOWN	KIAA1958-201	ENSG00000165185.10	ENST00000536272.1
chr9	115446206	115480516	-	HAVANA	transcript	protein_coding	KNOWN	INIP	protein_coding	KNOWN	INIP-001	ENSG00000148153.9	ENST00000374242.4
chr9	115448797	115480390	-	ENSEMBL	transcript	protein_coding	KNOWN	INIP	protein_coding	KNOWN	INIP-201	ENSG00000148153.9	ENST00000374238.1
chr9	115449397	115480429	-	HAVANA	transcript	protein_coding	KNOWN	INIP	protein_coding	KNOWN	INIP-002	ENSG00000148153.9	ENST00000374236.1
chr9	115449425	115480387	-	HAVANA	transcript	protein_coding	KNOWN	INIP	protein_coding	KNOWN	INIP-003	ENSG00000148153.9	ENST00000374234.1
chr9	115513118	115637267	+	HAVANA	transcript	protein_coding	KNOWN	SNX30	protein_coding	KNOWN	SNX30-001	ENSG00000148158.12	ENST00000374232.3
chr9	115600865	115628805	+	HAVANA	transcript	protein_coding	KNOWN	SNX30	protein_coding	PUTATIVE	SNX30-002	ENSG00000148158.12	ENST00000416585.1
chr9	115641200	115653193	-	HAVANA	transcript	protein_coding	KNOWN	SLC46A2	protein_coding	KNOWN	SLC46A2-001	ENSG00000119457.7	ENST00000374228.4
chr9	115800660	115818996	-	HAVANA	transcript	protein_coding	KNOWN	ZFP37	protein_coding	KNOWN	ZFP37-001	ENSG00000136866.9	ENST00000374227.3
chr9	115804521	115819039	-	HAVANA	transcript	protein_coding	KNOWN	ZFP37	protein_coding	KNOWN	ZFP37-003	ENSG00000136866.9	ENST00000555206.1
chr9	115804974	115818968	-	HAVANA	transcript	protein_coding	KNOWN	ZFP37	protein_coding	KNOWN	ZFP37-002	ENSG00000136866.9	ENST00000553380.1
chr9	115913222	115926417	+	HAVANA	transcript	protein_coding	KNOWN	SLC31A2	protein_coding	KNOWN	SLC31A2-001	ENSG00000136867.6	ENST00000259392.3
chr9	115923286	115983598	-	HAVANA	transcript	protein_coding	KNOWN	FKBP15	protein_coding	KNOWN	FKBP15-001	ENSG00000119321.4	ENST00000446284.1
chr9	115927800	115983641	-	ENSEMBL	transcript	protein_coding	KNOWN	FKBP15	protein_coding	KNOWN	FKBP15-201	ENSG00000119321.4	ENST00000238256.3
chr9	115948716	115983598	-	HAVANA	transcript	protein_coding	KNOWN	FKBP15	protein_coding	KNOWN	FKBP15-002	ENSG00000119321.4	ENST00000414250.1
chr9	115983808	116028674	+	ENSEMBL	transcript	protein_coding	KNOWN	SLC31A1	protein_coding	KNOWN	SLC31A1-201	ENSG00000136868.9	ENST00000374210.6
chr9	115983842	116026772	+	HAVANA	transcript	protein_coding	KNOWN	SLC31A1	protein_coding	KNOWN	SLC31A1-001	ENSG00000136868.9	ENST00000374212.4
chr9	116029288	116037869	-	HAVANA	transcript	protein_coding	KNOWN	CDC26	protein_coding	KNOWN	CDC26-002	ENSG00000176386.4	ENST00000374206.3
chr9	116037623	116055185	+	HAVANA	transcript	protein_coding	KNOWN	PRPF4	protein_coding	KNOWN	PRPF4-001	ENSG00000136875.8	ENST00000374199.4
chr9	116037922	116055056	+	HAVANA	transcript	protein_coding	KNOWN	PRPF4	protein_coding	KNOWN	PRPF4-002	ENSG00000136875.8	ENST00000374198.4
chr9	116059373	116061476	-	HAVANA	transcript	protein_coding	KNOWN	RNF183	protein_coding	KNOWN	RNF183-002	ENSG00000165188.9	ENST00000441031.3
chr9	116059723	116061145	-	HAVANA	transcript	protein_coding	KNOWN	RNF183	protein_coding	KNOWN	RNF183-004	ENSG00000165188.9	ENST00000416588.2
chr9	116059734	116062045	-	HAVANA	transcript	protein_coding	KNOWN	RNF183	protein_coding	KNOWN	RNF183-005	ENSG00000165188.9	ENST00000478815.1
chr9	116059734	116065551	-	HAVANA	transcript	protein_coding	KNOWN	RNF183	protein_coding	KNOWN	RNF183-001	ENSG00000165188.9	ENST00000297894.5
chr9	116075502	116102549	-	HAVANA	transcript	protein_coding	KNOWN	WDR31	protein_coding	KNOWN	WDR31-002	ENSG00000148225.11	ENST00000341761.4
chr9	116075502	116102562	-	HAVANA	transcript	protein_coding	KNOWN	WDR31	protein_coding	KNOWN	WDR31-001	ENSG00000148225.11	ENST00000374193.4
chr9	116077964	116102534	-	ENSEMBL	transcript	protein_coding	KNOWN	WDR31	protein_coding	KNOWN	WDR31-201	ENSG00000148225.11	ENST00000374195.3
chr9	116083802	116102578	-	HAVANA	transcript	protein_coding	KNOWN	WDR31	protein_coding	PUTATIVE	WDR31-005	ENSG00000148225.11	ENST00000465979.1
chr9	116111821	116133513	+	HAVANA	transcript	protein_coding	KNOWN	BSPRY	protein_coding	KNOWN	BSPRY-001	ENSG00000119411.10	ENST00000374183.4
chr9	116135699	116138455	-	HAVANA	transcript	protein_coding	KNOWN	HDHD3	protein_coding	KNOWN	HDHD3-001	ENSG00000119431.5	ENST00000238379.5
chr9	116135699	116139279	-	HAVANA	transcript	protein_coding	KNOWN	HDHD3	protein_coding	KNOWN	HDHD3-002	ENSG00000119431.5	ENST00000374180.3
chr9	116148597	116163613	-	HAVANA	transcript	protein_coding	KNOWN	ALAD	protein_coding	KNOWN	ALAD-001	ENSG00000148218.11	ENST00000409155.3
